habitation_id,habitation_name,district,latitude,longitude
281487,Muthakhowa Pt.I,Dhubri,25.878117142342024,89.88996552225734
281496,Kathearalga Pt.IV,Dhubri,25.86434688549204,89.89301513145732
281493,Kathearalga Pt.I,Dhubri,25.868993938162493,89.904049589983
281495,Kathearalga Pt.III,Dhubri,25.85792281204656,89.90067374757095
281510,Barabangarchar Pt.II,Dhubri,25.832741759656503,89.90539252757436
281509,Barabangarchar Pt.I,Dhubri,25.83877892933928,89.89622063171109
281514,Nilokhia Pt.VI,Dhubri,25.841979139265,89.88353860999732
281497,Kathearalga Pt.V,Dhubri,25.85559487282188,89.87921543337664
281498,Kathearalga Pt.VI,Dhubri,25.85198862689692,89.86402458996712
281499,Kathearalga Pt. VII,Dhubri,25.841519313368355,89.86838803903895
281508,Nilokhia Pt.V,Dhubri,25.82863350376467,89.86445456322156
281504,Nilokhia Pt.I,Dhubri,25.827870992121674,89.85139002983765
281500,Kathearalga Pt. VIII,Dhubri,25.85436825696612,89.85269727743916
281488,Muthakhowa Pt.II,Dhubri,25.86545601517617,89.86856505955859
281490,Mahamayarchar,Dhubri,25.878609060835306,89.86335118675885
281492,Chakirchar,Dhubri,25.86373090063582,89.84468977649877
281501,Salapara Pt.I,Dhubri,25.84109093852161,89.8451925557304
280997,Takimari,Dhubri,25.94716691030241,89.83761448938493
280996,Binnychara Pt.IV,Dhubri,25.984019536685544,89.83185962632345
280995,Binnyachara Pt.III,Dhubri,25.99257456355772,89.8286228946644
280863,Bhogdanga,Dhubri,26.026716891572462,89.80064660480646
280861,Keder Pt.III,Dhubri,26.047990521719928,89.80601153731608
280860,Nalia Pt.II,Dhubri,26.060985786012584,89.81181587326168
280865,Nalia Pt.I,Dhubri,26.052828252970567,89.816434631405
280868,Berbhangi Pt.II,Dhubri,26.03516965167625,89.82692393402911
280864,Berbhangi Pt.I,Dhubri,26.04241650064645,89.8209750212001
280866,Nalia Pt.III,Dhubri,26.059528914067368,89.82362555616447
280867,Berbhangi Pt III,Dhubri,26.048322023192046,89.83074138749392
280878,Salundanga,Dhubri,26.05359119511179,89.83939900273015
280869,Rouwarkuti,Dhubri,26.04204209125035,89.84591030407998
280991,Baladuba Pt.II,Dhubri,26.02026383870975,89.83968635088563
280992,Baladuba Pt.I,Dhubri,26.03058317004407,89.83774724257455
280993,Binnyachara Pt.I,Dhubri,26.022021976179644,89.82724306719948
280994,Binnyachara Pt.II,Dhubri,26.006773720847463,89.83003059310136
280990,Baladuba Pt.III,Dhubri,26.01066451960865,89.84593922376564
280986,Tistarpar,Dhubri,26.013251493788363,89.86078702600628
280987,Kumarkati,Dhubri,26.005127003263304,89.86708663528488
280984,Singimari Pt.I,Dhubri,26.02534495249095,89.86355329787911
280983,Arranay,Dhubri,26.031964097251667,89.85630190139595
280985,Durahati,Dhubri,26.0268112028832,89.84985439969589
280982,Bhelakoba,Dhubri,26.04135856063522,89.85962293747208
280880,Soulmari Pt.II,Dhubri,26.056736499107384,89.85615115905277
280981,Kismat Hasdaha Pt.I,Dhubri,26.04939150503929,89.87420108244604
280980,Singimari Pt.II,Dhubri,26.03482387461285,89.8700854633709
280974,Kismat Hasdaha Pt.II,Dhubri,26.04242479811196,89.88527946387094
